"id_EXIST"	"lang"	"gender_annotators"	"age_annotators"	"ethnicities_annotators"	"tweet"	"labels_task1_1"	"tweet_original"
"203067"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Multiracial,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"""but you're ok; with trafficking women for? sex?"""	"YES,YES,YES,YES,YES,YES"	"""but you're ok with trafficking women for sex?"""
"203068"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian,Asian"	"""2 women? arrested. in connection to alleged human trafficking -; cbs dallas /: fort worth: police arrested arely lopez-guzmán and! fabiola. cardenas. ; both women allegedly had ties to the sale! of women for; sex; against their will."""	"YES,YES,YES,YES,NO,YES"	"""2 women arrested in connection to alleged human trafficking - cbs dallas / fort worth: police arrested arely lopez-guzmán and fabiola cardenas. both women allegedly had ties to the sale of women for sex against their will."""
"203069"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,White or Caucasian,Black or African American,White or Caucasian,Multiracial"	"""i've; been a situation whereby men uses women: for sex, and i've been in! a situation. whereby men uses: women for! sex. i don't? understand! how thise 2 should be different."""	"YES,YES,YES,YES,YES,YES"	"""i've been a situation whereby men uses women for sex, and i've been in a situation whereby men uses women for sex. i don't understand how thise 2 should be different."""
"203070"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,White or Caucasian,Black or African American,White or Caucasian,Multiracial"	"""somebody: inbox him! on facebook n! tell him he’s? a! lame n he should stop deceiving women for sex. you can’t b honest! enough of a man to get some from: a lady, …! sheesh"""	"YES,YES,YES,YES,YES,YES"	"""somebody inbox him on facebook n tell him he’s a lame n he should stop deceiving women for sex. you can’t b honest enough of a man to get some from a lady … sheesh"""
"203071"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian"	"""reading a book called rags i'm on chapter 3: and so. far? the: guy; is a complete a: hole it talks; about how. he is a con artist. ? he? uses women for sex and money to get? high. , also is a narcissist! on the down low; and use anybody for his; own manipulation? and money. scheme to get drugs.."""	"YES,YES,YES,YES,YES,YES"	"""reading a book called rags i'm on chapter 3 and so far the guy is a complete a hole it talks about how he is a con artist . he uses women for sex and money to get high . also is a narcissist on the down low and use anybody for his own manipulation and money scheme to get drugs.."""
"203072"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian"	"""not, to talk of the one that fronts with jesus christ here and hoodwink; women into falling in love! with. him and. sleeping with them,, then; dumping! them. nothing non-consensual but lmaoooo, pretending to fall, in love with, women for: sex,: soo 2002."""	"YES,YES,YES,YES,YES,YES"	"""not to talk of the one that fronts with jesus christ here and hoodwink women into falling in love with him and sleeping with them, then dumping them. nothing non-consensual but lmaoooo, pretending to fall in love with women for sex, soo 2002."""
"203073"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""again.  trump? defenders cling: to? a shred of ambiguity while; denying the insanity of what he said. it's like: i say 'your, mother spends all of; her time! in bars? where men pay women for sex' -- now i; didn't: say she was a! prostitute..."""	"NO,YES,YES,YES,YES,YES"	"""again. trump defenders cling to a shred of ambiguity while denying the insanity of what he said. it's like i say 'your mother spends all of her time in bars where men pay women for sex' -- now i didn't say she was a prostitute..."""
"203074"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""so it’s okay to use, and! manipulate them? are you angry, when women use men for! money? if: so, you should be mad at: him using women! for sex. if, he wanted! sex, he could have hired? a sex worker. he; wouldn’t try this on? an attractive: 30 year old."""	"NO,YES,YES,NO,YES,YES"	"""so it’s okay to use and manipulate them? are you angry when women use men for money? if so, you should be mad at him using women for sex. if he wanted sex, he could have hired a sex worker. he wouldn’t try this on an attractive 30 year old."""
"203075"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"""what; a disgusting low life turkey. to. misuse and abuse authority to. pressure; women for sex. he should be? jailed for a very, long time and never. allowed; to disgrace a police: uniform again. he's! the worse."""	"YES,YES,YES,YES,YES,YES"	"""what a disgusting low life turkey. to misuse and abuse authority to pressure women for sex. he should be jailed for a very long time and never allowed to disgrace a police uniform again. he's the worse."""
"203076"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"! ""binion needs to stop picking up women: for sex. he is; just as messed up as? his woman and the? ex needs. to run!"""	"YES,YES,YES,YES,YES,YES"	"""binion needs to stop picking up women for sex. he is just as messed up as his woman and the ex needs to run!"""
"203077"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"""if, you; were a tourist and were caught shoplifting, you'd: be deported.they recently denied: entry: to extreme anti-vaxxers, some religious leaders. and, a guy: that; runs, seminars: to others guys to manipulate women for sex (amongst others)."""	"YES,NO,YES,YES,YES,YES"	"""if you were a tourist and were caught shoplifting, you'd be deported.they recently denied entry to extreme anti-vaxxers, some religious leaders and a guy that runs seminars to others guys to manipulate women for sex (amongst others)."""
"203078"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""nah men; mainly; date women for sex purposes only"""	"YES,YES,YES,YES,YES,YES"	"""nah men mainly date women for sex purposes only"""
"203079"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,Black or African American,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""telling my? age. went to. that movie 1st run. ? every guy's dream... being held by beautiful, women for; sex. ? funny,, i still remember the fall foilage. i graduated high school! 1966. weejuns, gant shirts, adler: socks &amp; khakis.  we upheld the? coat &amp; tie tradition at. then all-male uva."""	"YES,NO,YES,NO,YES,YES"	"""telling my age. went to that movie 1st run. every guy's dream... being held by beautiful women for sex. funny, i still remember the fall foilage. i graduated high school 1966. weejuns, gant shirts, adler socks &amp; khakis. we upheld the coat &amp; tie tradition at then all-male uva."""
"203080"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""just don't like how he deceived, all those. women for! sex. . he's scum."""	"YES,YES,YES,NO,YES,YES"	"""just don't like how he deceived all those women for sex. he's scum."""
"203081"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"? ""why should women have: to lock dm's? you saying only: men can? have dm's open, because, women that: do are asking for unsolicited cock pics? ffs men need, to: stop with this shit, it's like oh you! wore! a: skirt you must of! been gagging for it"""	"YES,YES,YES,YES,YES,YES"	"""why should women have to lock dm's ? you saying only men can have dm's open because women that do are asking for unsolicited cock pics ? ffs men need to stop with this shit , it's like oh you wore a skirt you must of been gagging for it"""
"203082"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"? ""and what so funny; about it, is it, came from men who did: not! experienced most. of the! cat callings that! women have to go through; in the streets everyday."""	"YES,YES,NO,YES,YES,YES"	"""and what so funny about it, is it came from men who did not experienced most of the cat callings that women have to go through in the streets everyday."""
"203083"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""women, have to? ready to: catch that murder charge then"""	"NO,NO,YES,YES,NO,YES"	"""women have to ready to catch that murder charge then"""
"203084"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Multiracial"	"""women. have to still live! with them… only men can? understand their humor"""	"YES,NO,YES,NO,YES,NO"	"""women have to still live with them… only men can understand their humor"""
"203085"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Multiracial"	"""no: wait? is? she? trying to say she’s, pro choice. but! abortion is just a horrible thing women have to go through and it’s a. hard choice but: they’d be pro: life if that was an option/don’t purposely don’t want; to. kill a. little pea in their body but, she still. supports! it or"""	"NO,YES,YES,NO,YES,NO"	"""no wait is she trying to say she’s pro choice but abortion is just a horrible thing women have to go through and it’s a hard choice but they’d be pro life if that was an option/don’t purposely don’t want to kill a little pea in their body but she still supports it or"""
"203086"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Multiracial"	"""do they realize they’re the: reason, women have. to do those things?…"""	"YES,NO,YES,YES,NO,YES"	"""do they realize they’re the reason women have to do those things?…"""
"203087"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Multiracial"	"""if women: have to endure; transvaginal ultrasounds? to exercise their rights, the courts can endure; cameras."""	"YES,NO,YES,YES,YES,NO"	"""if women have to endure transvaginal ultrasounds to exercise their rights, the courts can endure cameras."""
"203088"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""we’ve only started to explore. what, women! have to offer genre? cinema- pandora and her box! were only the. beginning."""	"NO,NO,NO,NO,NO,NO"	"""we’ve only started to explore what women have to offer genre cinema- pandora and her box were only the beginning."""
"203089"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	": ""(1) demi moore? posed naked in the, 90s while pregnant. ; these aren’t the days of “i; love lucy” where women, have to hide. their pregnancies. , stop: being a drama; queen.as for the women, who can’t have babies naturally, surrogacy and adoption."""	"NO,YES,NO,YES,YES,NO"	"""(1) demi moore posed naked in the 90s while pregnant. these aren’t the days of “i love lucy” where women have to hide their pregnancies. stop being a drama queen.as for the women who can’t have babies naturally, surrogacy and adoption."""
"203090"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino"	"""awful take written! by a woman. ; lmaoit sucks that women have! to scratch and claw and fight to even have a fraction of what! men do,? especially: since some men's: sports, teams are underwhelming. and! suck too."""	"YES,YES,YES,NO,YES,YES"	"""awful take written by a woman. lmaoit sucks that women have to scratch and claw and fight to even have a fraction of what men do, especially since some men's sports teams are underwhelming and suck too."""
"203091"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Middle Eastern,White or Caucasian"	"""you! know. how on bumble men can't initiate conversation with women? and; women have. to make the first move? that but in! real life. i need men! to stop talking to: me unnecessarily."""	"NO,NO,YES,YES,NO,NO"	"""you know how on bumble men can't initiate conversation with women and women have to make the first move? that but in real life. i need men to stop talking to me unnecessarily."""
"203092"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,Asian,White or Caucasian,White or Caucasian"	"""first woman who was awarded with nobel. prize! was. polish scientist. all: the more so? polish women have to fight to be independent! and equal towards; men. women are not? worse humans? thus they have to have a right to. decide about their rights; and, body!"""	"YES,YES,YES,YES,NO,NO"	"""first woman who was awarded with nobel prize was polish scientist. all the more so polish women have to fight to be independent and equal towards men. women are not worse humans thus they have to have a right to decide about their rights and body!"""
"203093"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	"""i thought: she was; the most beautiful supermodel of her time, she disappeared, and i'm in shock she? would do something like this,; sad! how women; have to adhere; to such drastic. procedures. vanity"""	"YES,NO,NO,NO,NO,YES"	"""i thought she was the most beautiful supermodel of her time, she disappeared and i'm in shock she would do something like this, sad how women have to adhere to such drastic procedures. vanity"""
"203094"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"didnt you know women have to be, strong. in order to? survive"	"NO,YES,NO,YES,NO,YES"	"didnt you know women have to be strong in order to survive"
"203095"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""where is the city! wide tactical: alert? a known murderer (among many) is among us and; the chief! was? at! a; football game how: many; hard working women! have to be, murdered for a tactical alert?lapd budget? of $8m a? day, let’s see a real $how of force, to find this fucking. cockroach"""	"NO,NO,NO,NO,NO,YES"	"""where is the city wide tactical alert? a known murderer (among many) is among us and the chief was at a football game how many hard working women have to be murdered for a tactical alert?lapd budget of $8m a day, let’s see a real $how of force to find this fucking cockroach"""
"203096"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,Black or African American,White or Caucasian,White or Caucasian,Asian,Black or African American"	"? ""pregnant women have? to give birth in a basement? because of russian. artillery! firing at the city."""	"NO,NO,NO,NO,NO,NO"	"""pregnant women have to give birth in a basement because of russian artillery firing at the city."""
"203097"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""at, some: point women have to ask? themselves? why they only have? access: to the “broke” men within their communities.. . cause it’s; a lot of good brothers out! here with substantial wealth.."""	"YES,YES,NO,YES,NO,YES"	"""at some point women have to ask themselves why they only have access to the “broke” men within their communities.. cause it’s a lot of good brothers out here with substantial wealth.."""
"203098"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Multiracial,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""hi!  i’m no esthetician, but i know we black women, have to use? the. nd: yag laser. due to, the pigment: in our skin. here’s a good, article; about laser hair removal. for black ppl"""	"NO,NO,NO,YES,NO,NO"	"""hi! i’m no esthetician, but i know we black women have to use the nd: yag laser due to the pigment in our skin. here’s a good article about laser hair removal for black ppl"""
"203099"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""why should; you embrace roleplaying: to improve your. negotiation skills? sara shares: why it’s so; important in this; episode of!"""	"NO,NO,NO,NO,NO,NO"	"""why should you embrace roleplaying to improve your negotiation skills? sara shares why it’s so important in this episode of !"""
"203100"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,White or Caucasian,Black or African American,White or Caucasian,Multiracial"	"""corny ass. men do shit like this,. as! if they were even asked. , he’s? the type to say, “all women. have to offer is pussy”first of: all fuck nigga,? i didn’t, even offer that."""	"YES,YES,YES,YES,YES,YES"	"""corny ass men do shit like this, as if they were even asked. he’s the type to say, “all women have to offer is pussy”first of all fuck nigga, i didn’t even offer that."""
"203101"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Black or African American"	"""new video: on my! channel just uploaded:women? shouldn't have male friends, here's why"""	"YES,YES,YES,NO,YES,YES"	"""new video on my channel just uploaded:women shouldn't have male friends, here's why"""
"203102"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Black or African American"	"""but. it annoys? me when; some people would ask! why should: i plan to have family, my? husband is 35. and i! should be having babies now, kenapa tolak. rezeki; tuhan, women, shouldn’t; plan or else it will get harder to conceive one, day and the list goes; on.."""	"YES,NO,YES,NO,NO,YES"	"""but it annoys me when some people would ask why should i plan to have family, my husband is 35 and i should be having babies now, kenapa tolak rezeki tuhan, women shouldn’t plan or else it will get harder to conceive one day and the list goes on.."""
"203103"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Black or African American"	"; ""especially: considering this is the? guy who: says women shouldn't have voting rights, and then: acts like saying! he hates women is a? big deal"""	"YES,YES,NO,YES,YES,YES"	"""especially considering this is the guy who says women shouldn't have voting rights, and then acts like saying he hates women is a big deal"""
"203104"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""so you basically saying women; shouldn't spoil or spend their. money! on men?"""	"YES,NO,YES,YES,YES,NO"	"""so you basically saying women shouldn't spoil or spend their money on men?"""
"203105"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	": ""not the; professor who told me women shouldn’t! be in business getting. the “excellence in, teaching” award"""	"YES,YES,YES,YES,YES,YES"	"""not the professor who told me women shouldn’t be in business getting the “excellence in teaching” award"""
"203106"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""this; is so gross. royalty or? not: women? shouldn't have to put up with this shit. ; its humiliating."""	"YES,NO,NO,NO,YES,YES"	"""this is so gross. royalty or not women shouldn't have to put up with this shit. its humiliating."""
"203107"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Multiracial"	"""is that in? response. to the ""women shouldn't play james; bond"" arguments earlier: this week?"""	"YES,YES,YES,YES,YES,YES"	"""is that in response to the ""women shouldn't play james bond"" arguments earlier this week?"""
"203108"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""another? day, another woman assaulted; in public. guards? will: do. nothing useful, and certainly won’t prevent it happening again. women shouldn’t; have to! feel unsafe just. for being women."""	"YES,YES,YES,YES,NO,YES"	"""another day, another woman assaulted in public. guards will do nothing useful, and certainly won’t prevent it happening again. women shouldn’t have to feel unsafe just for being women."""
"203109"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"; ""and i know you! shouldn't bring his! private life into it but, anyone who can; have that many children with that; many different women shouldn't: really; be trusted: as pm. if! he! lived on a sink estate, in, tower hamlets with that track record he'd be hated by; those; that: seem to love him."""	"YES,NO,NO,NO,NO,NO"	"""and i know you shouldn't bring his private life into it but anyone who can have that many children with that many different women shouldn't really be trusted as pm. if he lived on a sink estate in tower hamlets with that track record he'd be hated by those that seem to love him."""
"203110"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	", ""me, tweeting from a burner: women. shouldn’t have. muscles: it makes me so angry please? don’t draw anyone from rwby. beefy with insane muscles. that, would make me so! mad especially yang or? blake i repeat women: belong. in! the kitchen not the gym especially! yang or blake"""	"YES,YES,YES,YES,YES,YES"	"""me, tweeting from a burner: women shouldn’t have muscles it makes me so angry please don’t draw anyone from rwby beefy with insane muscles that would make me so mad especially yang or blake i repeat women belong in the kitchen not the gym especially yang or blake"""
"203111"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	"""we need. more representation. it just! interesting that. some of the: biggest and. best programs are solely ran by men. coaching! and! training young women shouldn’t be a male dominated: profession, in; my opinion"""	"YES,NO,NO,NO,NO,YES"	"""we need more representation. it just interesting that some of the biggest and best programs are solely ran by men. coaching and training young women shouldn’t be a male dominated profession, in my opinion"""
"203112"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Multiracial,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"""dude biological men pretending, to be! women? shouldn't be: playing in all girls sports period"""	"YES,YES,NO,YES,YES,YES"	"""dude biological men pretending to be women shouldn't be playing in all girls sports period"""
"203113"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""“the hypocrisy. is, not lost, on any of us that a: bunch of people. running around shouting about bodily freedom when it; comes? to vaccination—are the same ones! who? think women? shouldn’t be able! to decide whether or? not they wish to: be pregnant.”"""	"YES,YES,NO,YES,YES,YES"	"""“the hypocrisy is not lost on any of us that a bunch of people running around shouting about bodily freedom when it comes to vaccination—are the same ones who think women shouldn’t be able to decide whether or not they wish to be pregnant.”"""
"203114"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""so: fat: women shouldn't be? fat so. they should work out but they. shouldn't have? workout clothes they like and feel, good wearing. you're so fatphobic you want fat women: to hate! themselves as. much as you. hate them. got it.go fck? yourself."""	"YES,YES,YES,YES,YES,YES"	"""so: fat women shouldn't be fat so they should work out but they shouldn't have workout clothes they like and feel good wearing. you're so fatphobic you want fat women to hate themselves as much as you hate them. got it.go fck yourself."""
"203115"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,White or Caucasian,Black or African American,White or Caucasian,Multiracial"	"""do you think that women shouldn't; be, allowed to. mention body parts?how odd."""	"YES,YES,YES,YES,NO,YES"	"""do you think that women shouldn't be allowed to mention body parts?how odd."""
"203116"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Black or African American,White or Caucasian,White or Caucasian,Black or African American,White or Caucasian,Multiracial"	"""so women shouldn't have agency? or ""choice"": as you put? it??? some. feminist."""	"YES,YES,YES,YES,YES,YES"	"""so women shouldn't have agency or ""choice"" as you put it??? some feminist."""
"203117"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"""well it’s a juvenile insult: and, something; grown women shouldn’t resort to. people? only: use it when. they’re losing the argument anyway."""	"YES,YES,YES,YES,NO,YES"	"""well it’s a juvenile insult and something grown women shouldn’t resort to. people only use it when they’re losing the argument anyway."""
"203118"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian"	"? ""nah, i just! hate they drive like asses &amp; as, if we are all somehow; privileged to be in their? driving presence. also, women shouldn't; get, big ass vehicles they don't need! &amp; can't: drive"""	"YES,YES,YES,YES,YES,YES"	"""nah, i just hate they drive like asses &amp; as if we are all somehow privileged to be in their driving presence. also, women shouldn't get big ass vehicles they don't need &amp; can't drive"""
"203119"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""men who think women, shouldn’t be. afraid of men pls? stay away"""	"YES,NO,YES,NO,YES,NO"	"""men who think women shouldn’t be afraid of men pls stay away"""
"203120"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,Black or African American,White or Caucasian,Black or African American,White or Caucasian,White or Caucasian"	"""women, shouldn't have to! smile next to people that make them: uncomfortable to, make: you feel more comfortable."""	"YES,NO,YES,NO,YES,NO"	"""women shouldn't have to smile next to people that make them uncomfortable to make you feel more comfortable."""
"203121"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"Hispano or Latino,Black or African American,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""such! a powerful night for a full! moon. received spiritual affirmations and was presented with the, opportunity. to teach my craft to; women who? are; exiting federal? institutions."""	"NO,NO,YES,NO,NO,NO"	"""such a powerful night for a full moon. received spiritual affirmations and was presented with the opportunity to teach my craft to women who are exiting federal institutions."""
"203122"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,Black or African American,Black or African American"	". ""some, women actually got more; than a mill per season including tamera"""	"NO,NO,NO,NO,NO,NO"	"""some women actually got more than a mill per season including tamera"""
"203123"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Black or African American,Hispano or Latino,White or Caucasian,White or Caucasian"	"; ""wfwlct:; wider foot women like colour too. . 23 colourways for adrenaline. 6: for d-width. 3x black, 2x grey, 1x? white. ; i can only imagine"""	"NO,NO,NO,NO,NO,NO"	"""wfwlct: wider foot women like colour too. 23 colourways for adrenaline. 6 for d-width. 3x black, 2x grey, 1x white. i can only imagine"""
"203124"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,Black or African American,Hispano or Latino,White or Caucasian,White or Caucasian"	"""hmm could; donate? to a women's shelter,, homeless shelter, ronald, mcdonald house (for sick. kids) so! many other worthy ppl &amp; ! places &amp; ; meanwhile in: ukraine,? but these so called women send $ to this thing??? , how fvcking insane!!"""	"YES,NO,YES,NO,NO,YES"	"""hmm could donate to a women's shelter, homeless shelter, ronald mcdonald house (for sick kids) so many other worthy ppl &amp; places &amp; meanwhile in ukraine, but these so called women send $ to this thing??? how fvcking insane!!"""
"203125"	"en"	"F,F,M,M,M,F"	"18-22,23-45,18-22,23-45,46+,46+"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Multiracial"	": ""i hate female characters and, real women"""	"YES,YES,YES,YES,YES,YES"	"""i hate female characters and real women"""
